Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
El mundo deslumbrante,,,,,Siri Hustvedt,"Hustvedt, Siri",,,,,,Anagrama,,2014/10/08,2014,,,,Fiction,"Harriet Burden fue una personalidad enigmática del arte neoyorquino de los años ochenta y ahora, años después de su muerte, su figura es objeto de una indagación académica. Una indagación detectivesca, porque la personalidad de Harriet es poliédrica, provocadora y desconcertante. Conocida en vida como esposa del poderoso marchante Felix Lord, madre de dos hijos, perfecta anfitriona de cenas que reunían a lo más selecto del mundillo cultural neoyorquino y mecenas de jóvenes artistas, Harriet fue, ante todo y pese a la incomprensión de muchos, una artista ninguneada por su condición de mujer en un entorno marcado por un soterrado machismo. Y, para denunciar esta situación, puso en marcha un experimento artístico transgresor, exponiendo su obra a través de tres jóvenes promesas masculinas que se convertirían en sus máscaras: Anton Tish, Phineas Q. Eldridge y el desquiciado Rune. Pero en este ambicioso y arriesgado juego con la manipulación de la identidad no todo está bajo control, y los egos, los anhelos y las pulsiones sexuales desatarán unas tempestades cuyos resultados escapan al dominio de quien ha puesto en marcha el mecanismo y desembocarán en una muerte ritual y perturbadora. El resultado es un ejercicio literario brillantísimo, una narración polifónica que, a partir de los diarios de Harriet, los testimonios de quienes la conocieron y las críticas y artículos de la época, reconstruye la personalidad y la radical propuesta estética de esta mujer, su juego de máscaras, falsas identidades y mentiras, para denunciar las mezquindades de quienes manejan los hilos del mercado del arte. Siri Hustvedt nos regala una prodigiosa novela sobre el papel de la mujer como creadora y sobre las bambalinas de museos y galerías, pero también una reflexión sagaz sobre la identidad, la ambición, el deseo y el engaño. «Una novela deslumbrante, de las que te hacen llorar (o casi llorar) y también pensar» (Christina Patterson, The Sunday Times). «Una de esas novelas en las que un autor ya consagrado resume triunfalmente su trayectoria y posiblemente incluso supera todo lo que ha hecho anteriormente» (James Walton, The Spectator). «Un libro extraordinario... La precisión del lenguaje logra que cada detalle brille como una joya y resulte tangible» (Clare Heal, The Sunday Express). «Construida como uno de esos mecanismos narrativos nabokovianos... Su heroína es como los héroes de las novelas de Philip Roth o Saul Below» (Fernanda Eberstadt, The New York Review of Books). «Un retrato divertido, triste, conmovedor y que invita a reflexionar, protagonizado por una mujer que echa chispas con una furia posfeminista y es propulsada por su audacia artística» (Publishers Weekly). «Repleta de emociones y sabiduría» (Arifa Akbar, The Independent). «Una obra exuberante y brillante» (Tim Martin, The Times). «Su mejor novela hasta la fecha, un libro electrizante, con una protagonista titánica y conmovedoramente frágil» (The Washington Post).",,,,,,,,,,,408,,,,,,español,,,,,,9788433935168,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/06/13 21:26:51.160449981,,,,,Buscalibre,59000 $,,zkR_BAAAQBAJ,,0,0,0,,,
El mundo y sus demonios,,la ciencia como una luz en la oscuridad,,,Carl Sagan,"Sagan, Carl",,,,,,Planeta,,,1997,,,,Literacy,,,,,,,,,,,,493,,,,,,español,,,,,,9788408020431,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 19:42:34.206240177,,,,,,,,R8rYAAAACAAJ,,0,,0,,https://cnho.files.wordpress.com/2011/06/sagan.jpg,
El nacimiento de la física en el texto de Lucrecio,,caudales y turbulencias,,,Michel Serres,"Serres, Michel",,,,,,Pre-Textos,,,1994,,,,Science,,,,,,,,,,,,228,,,,,,español,,,,,,9788481910162,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2022/03/08 17:25:19.271061897,,,,,,25000 $,,xmV_PgAACAAJ,,0,0,0,,,
El Nacimiento de la Tragedia,,,,,Friedrich Nietzsche,"Nietzsche, Friedrich",,,,,,BoD - Books on Demand,,2023/05/18,2023,,,,Fiction,"Sea lo que sea aquello que esté a la base de este libro problemático: una cuestión de primer rango y máximo atractivo tiene que haber sido, y además una cuestión profundamente personal testimonio de ello es la época en la cual surgió, pese a la cual surgió, la excitante época de la guerra franco- alemana de 1870-1871. Mientras los estampidos de la batalla de Wörth se expandían sobre Europa, el hombre caviloso y amigo de enigmas a quien se le deparó la paternidad de este libro estaba en un rincón cualquiera de los Alpes, muy sumergido en sus cavilaciones y enigmas, en consecuencia muy preocupado y despreocupado a la vez, y redactaba sus pensamientos sobre los griegos, núcleo del libro extraño y difícilmente accesible a que va a estar dedicado este tardío prólogo (o epílogo). Unas semanas más tarde: y también él se encontraba bajo los muros de Metz, no desembarazado aún de los signos de interrogación que había colocado junto a la presunta «jovialidad» de los griegos y junto al arte griego; hasta que por fin, en aquel mes de hondísima tensión en que en Versalles se deliberaba sobre la paz, también él consiguió hacer la paz consigo mismo, y mientras convalecía lentamente de una enfermedad que había contraído en el campo de batalla, comprobó en sí de manera definitiva el «nacimiento de la tragedia en el espíritu de la música». ¿En la música? ¿Música y tragedia? ¿Griegos y música de tragedia? ¿Griegos y la obra de arte del pesimismo? La especie más lograda de hombres habidos hasta ahora, la más bella, la más envidiada, la que más seduce a vivir, los griegos ¿cómo?, ¿es que precisamente ellos tuvieron necesidad de la tragedia? ¿Más aún del arte? ¿Para qué el arte griego?...",,,,,,,,,,,142,,,,,,Spanish,,,,,,9791041808403,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/06/26 11:09:43.579514980,,,,,,,,7Iu_EAAAQBAJ,,0,0,0,,,
El nuevo reino,,,,,Hernán Estupiñán Mojica,"Mojica, Hernán Estupiñán",,,,,,Seix Barral,,,2008,,,,,"CONTENIDO: Carta a Ave Lucía - Segunda carta a Ave Lucía - Carta al pintor Cristóbal Valmatheo - Carta a la maestra de novicias - Carta a la religiosa ciega - Carta a la portera de la hacienda - Primero carta a la abadesa - Carta a la escucha - Carta a la bibliotecaria - Carta a la enfermera - Carta a una donada, que quería ser monja - Segunda carta a la abadesa - Carta a la hortelana - Segunda carta al pintor Cristóbal Valmatheo - Carta a mi misma.",,,,,,,,,,,147,,,,,,Spanish,,,,,,9789584218469,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/12/23 10:46:04.562512993,,,,,Mercadolibre,35000 $,,Gt_-PgAACAAJ,,0,0,0,,"https://m.media-amazon.com/images/I/71WM7e+EdlL._AC_UF1000,1000_QL80_.jpg",
El origen de las especies,,,,,Charles Darwin,"Darwin, Charles",,,,,,Espasa,,2008/09/01,2008,,,,Science,"La obra que puso las bases de la biología moderna. Con esta obra, Charles Darwin presentó su teoría de la evolución mediante la selección natural que, pasados más de cien años, continúa siendo la base del estudio de la naturaleza para la biología actual. Gran éxito desde su primera edición, suscitó vivas polémicas y su influencia se hizo notar no sólo en la comunidad científica, sino también en toda la sociedad.",,,,,,,,,,,696,,,,,,español,,,,,,9788467029154,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/02/04 01:57:07.331645965,,,,,Buscalibre,82000 $,,ptV3PwAACAAJ,,0,0,0,,,
El origen de las especies - 1. edicion,,,,,Charles Darwin,"Darwin, Charles",,,,,,Comcosur,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,9789585610217,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 21:37:23.989884853,,,,,,,,,,0,,0,,https://covers.openlibrary.org/b/id/9145274-L.jpg,
El origen de las palabras,,diccionario etimológico ilustrado,,,Ricardo Soca,"Soca, Ricardo",,,,,,Rey Naranjo Editores,,,2016,,,,,,,,,,,,,,,,528,,,,,,español,,,,,,9789588969053,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 21:21:11.323824882,,,,,,,,Tkc5tAEACAAJ,,0,,0,,https://covers.openlibrary.org/b/id/8066837-L.jpg,
El otro Einstein,,,,,Marie Benedict,"Benedict, Marie",,,,,,Grupo Planeta - México,,2018/09/14,2018,,,,Fiction,"Albert Einstein revolucionó la ciencia, y al mundo, con sus teorías geniales. ¿Pero cuál fue la verdadera participación de su primera esposa? ¿Debería haber compartido con ella el Premio Nobel que le otorgaron? Marie Benedict nos interna en la interesante vida de Mileva Maric, la mujer con la se casó en su juventud el genio de la física. Benedict comenzó la investigación de Mileva cuando se sintió intrigada al ayudar a su hijo a escribir un informe escolar sobre el creador de la ecuación más famosa del mundo. Lo que la llevó al debate entre una parte de la comunidad científica acerca del papel que la esposa de Einstein podría haber desempeñado en el desarrollo de la teoría de la relatividad. La autora se centra desde los primeros años de la pareja que van de 1896, cuando ambos estudiaban física en Zurich, hasta su divorcio en 1914. Durante esta época podemos ver cómo Mileva, quien nació en Serbia en 1875, mantiene una lucha constante por tener éxito en un campo de estudio dominado por los hombres.Para Marie, Einstein es un personaje oscuro que se aprovecha del trabajo de Mileva desde que eran estudiantes y que años después, ya casados, se atreve a borrar el nombre de su esposa de casi todos los artículos científicos que escriben juntos. En esta historia casi oculta, la autora nos deja ver cómo Einstein relega a Mileva a los papeles de un ama de casa tradicional, aunque a la vez sigue discutiendo parte de sus teorías con ella. Durante ese tiempo uno de los artículos que escribieron es nominado al Nobel, pero es Einstein quien recibe el reconocimiento al llevar solo su firma. Cuando el matrimonio visita a Marie Curie, la científica pionera en el estudio de la radioactividad, ésta le dice a solas a Mileva que está al tanto de su trabajo académico. Para la mujer nacida en Serbia esa conversación es definitiva y cambiará el rumbo de su vida. Una intrigante narración que arroja una mirada hacia el trabajo y sacrificios de una injustamente olvidada científica, quien colaboró en una de las teorías más revolucionarias de la humanidad.",,,,,,,,,,,301,,,,,,español,,,,,,9786070752193,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2021/01/18 21:40:17.086130142,,,,,,,,bJVlDwAAQBAJ,,0,,0,,,
El país de la canela,,,,,William Ospina,"Ospina, William",,,,,,Editorial Norma,,,2008,,,,Literary Collections,"Un grupo de hombres, guiados al principio por Gonzalo Pizarro y después por Francisco de Orellana, emprenden una expedición en busca de un soñado bosque de canela. Bajo su mando, los doscientos cincuenta españoles, los cuatro mil indigenas y los dos mil perros de presa, llamas y cerdos que forman parte de la expedición encontrarán increibles parajes, seres nunca vistos y el más caudaloso de los descubrimientos: el rio Amazonas.",,,,,,,,,,,368,,,,,,español,,,,,,9789584515117,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 19:37:47.611693859,,,,,,,,gKD2GnPWSyIC,,0,,0,,,
El Parlamento de la humanidad,,la historia de las Naciones Unidas,,,Paul Kennedy,"Kennedy, Paul",,,,,,DEBATE,,,2007,,,,,,,,,,,,,,,,440,,,,,,español,,,,,,9789586395083,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 20:56:38.152469158,,,,,,,,zX7TMwEACAAJ,,0,,0,,https://cloud10.todocoleccion.online/libros-segunda-mano-politica/tc/2019/09/27/18/177600472.jpg,
El Partenón,,,,,Mary Beard,"Beard, Mary",,,,,,Editorial Crítica,,2025/11/12,2025,,,,History,"Un viaje fascinante por la vida, las ruinas y las controversias del Partenón, de la mano de la gran divulgadora del mundo clásico, Mary Beard.  Desde hace más de dos mil años, el Partenón domina la Acrópolis de Atenas como uno de los símbolos universales de la civilización clásica. Pero, ¿qué sabemos realmente de este edificio? ¿Cómo ha llegado a representar ideales tan diversos —democracia, arte, imperio, identidad nacional— a lo largo de los siglos? En este libro, Mary Beard reconstruye con rigor y agilidad narrativa la historia del templo de Atenea: desde su construcción en el siglo V a.C. hasta sus múltiples transformaciones como iglesia bizantina, mezquita otomana, ruina romántica y epicentro de uno de los debates culturales más encendidos de nuestro tiempo. Con la lucidez, el humor y la profundidad que la caracterizan, Beard nos guía por los significados cambiantes del Partenón y sus esculturas, las polémicas sobre los mármoles de Elgin, y las tensiones entre patrimonio, nacionalismo y museo universal. Una mirada reveladora sobre el pasado, el presente y el futuro de un monumento que sigue generando admiración, orgullo, polémica y lágrimas.",,,,,,,,,,,232,,,,,,Spanish,,,,,,9788491998242,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2026/01/31 19:35:20.354282975,,,,,Nacional,0 $,,3f2HEQAAQBAJ,,0,0,0,,,
El patriarcado,,Los orígenes de la dominación masculina,,,Angela Saini,"Saini, Angela",,,,,,Editorial Kairós,,2025/02/26,2025,,,,Social Science,"Durante siglos, las sociedades han tratado la dominación masculina como lo «natural». ¿Y si viéramos, no obstante, la desigualdad de género como algo más frágil que ha tenido que ser constantemente reconstruido y reafirmado? En este libro audaz y radical, la reconocida periodista científica Angela Saini explora las raíces de lo que llamamos «patriarcado», descubriendo una historia compleja de cómo se incrustó por primera vez en las sociedades y se extendió por todo el mundo, desde la Prehistoria hasta el presente. Saini viaja a los asentamientos humanos más antiguos, analiza los últimos hallazgos de la ciencia y la arqueología y rastrea las historias culturales y políticas desde las Américas hasta Asia. Hace más de un siglo que filósofos, historiadores, antropólogos y feministas han cuestionado lo que significa el patriarcado. En nuestra época, a pesar de la resistencia al sexismo, el abuso y la discriminación, incluso los esfuerzos revolucionarios por lograr la igualdad a menudo han terminado en fracaso. Pero El patriarcado es un libro profundamente esperanzador, que revela una multiplicidad de arreglos humanos que socavan las viejas narrativas grandiosas y exponen la supremacía. For centuries, societies have treated male domination as ""natural."" What if we nevertheless saw gender inequality as something more fragile that has had to be constantly reconstructed and reaffirmed? In this bold and radical book, renowned science journalist Angela Saini explores the roots of what we call ""patriarchy,"" uncovering a complex story of how it was first embedded in societies and spread across the globe, from prehistory to the present. Saini travels to the oldest human settlements, analyzes the latest findings from science and archaeology, and traces cultural and political histories from the Americas to Asia. For more than a century, philosophers, historians, anthropologists and feminists have questioned what patriarchy means. In our time, despite resistance to sexism, abuse, and discrimination, even revolutionary efforts to achieve equality have often ended in failure. But Patriarchy is a profoundly hopeful book, revealing a multiplicity of human arrangements that undermine grandiose old narratives and expose supremacy.",,,,,,,,,,,448,,,,,,español,,,,,,9788411212335,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/10/25 20:39:18.460973262,,,,,Lerner,130500 $,,0eKe0AEACAAJ,,0,0,0,,,
El peligro de estar cuerda,,,,,Rosa Montero,"Montero, Rosa",,,,,,Planeta,,,2022,,,,,,,,,,,,,,,,358,,,,,,español,,,,,,9786280002361,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/10/26 22:08:43.258192062,,,,,Buscalibre,42000 $,,jA0g0AEACAAJ,,0,0,0,,,
El pendulo de Foucault.,,,,,Umberto Eco,"Eco, Umberto",,,,,,DEBOLSILLO,,,2006,,,,,,,,,,,,,,,,820,,,,,,,,,,,,9789586393416,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 22:48:45.074972152,,,,,,,,,,0,,0,,https://somoslibros.net/wp-content/uploads/2016/02/El-pendulo-de-Foucault.jpg,
El peor viaje del mundo,,,,,Apsley Cherry-Garrard,"Cherry-Garrard, Apsley",,,,,,Zeta,,,2009,,,,History,"La exploración polar es la experiencia más cruel y solitaria imaginable. El explorador británico Apsley Cherry-Garrard nos lo cuenta a través de sus vivencias en la expedición del capitán Scott al Polo Sur (1910-1913), en la que éste y tres de sus hombres hallaron la muerte. A partir de las anotaciones que dejó Scott y, sobre todo, de su propia experiencia, Cherry-Garrard reconstruye en este libro aquellos tres años de penalidades y heroísmo. Un verdadero clásico de la literatura de viajes. ENGLISH DESCRIPTION The Worst Journey in the World recounts Robert Falcon Scott's ill-fated expedition to the South Pole. Apsley Cherry-Garrard--the youngest member of Scott's team and one of three men to make and survive the notorious Winter Journey--draws on his firsthand experiences as well as the diaries of his compatriots to create a stirring and detailed account of Scott's legendary expedition. Cherry himself would be among the search party that discovered the corpses of Scott and his men, who had long since perished from starvation and brutal cold. It is through Cherry's insightful narrative and keen descriptions that Scott and the other members of the expedition are fully memorialized.",,,,,,,,,,,905,Electrónico,,,,,español,,,,,,9788498720822,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2021/01/04 08:59:20.666800022,,,,,,,,d_JePgAACAAJ,,0,,0,,,
